Age,Gender,Education Level,Job Title,Years of Experience,Salary
34,Female,Master's,Product Manager,12.0,196000
25,Male,Bachelor's,Data Analyst,2.0,110000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
27,Female,Bachelor's,Product Manager,4.0,150000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
33,Male,Master's,Product Manager,11.0,198000
26,Female,Bachelor's,Data Analyst,3.0,130000
30,Male,PhD,Data Scientist,7.0,185000
27,Female,Bachelor's,Software Engineer,4.0,140000
34,Male,Master's,Product Manager,12.0,196000
25,Female,Bachelor's,Data Analyst,2.0,110000
32,Male,Bachelor's,Software Engineer,8.0,190000
29,Female,Master's,Data Scientist,6.0,180000
30,Male,Bachelor's,Data Analyst,5.0,160000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
31,Female,PhD,Data Scientist,9.0,195000
28,Male,Bachelor's,Software Engineer,5.0,160000
27,Female,Bachelor's,Product Manager,4.0,150000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
25,Male,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
27,Male,Bachelor's,Software Engineer,4.0,140000
34,Female,Master's,Product Manager,12.0,196000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Male,Bachelor's,Data Analyst,2.0,125000
28,Female,Master's,Data Scientist,6.0,175000
30,Male,Bachelor's,Software Engineer,8.0,190000
27,Female,Bachelor's,Product Manager,4.0,150000
24,Male,Bachelor's,Data Analyst,1.0,95000
31,Male,Master's,Data Scientist,9.0,195000
28,Male,Bachelor's,Software Engineer,5.0,160000
33,Female,Master's,Product Manager,11.0,198000
26,Male,Bachelor's,Data Analyst,3.0,130000
30,Female,PhD,Data Scientist,7.0,185000
27,Male,Bachelor's,Software Engineer,4.0,140000
34,Female,Master's,Product Manager,12.0,196000
23,Male,Bachelor's,Data Analyst,1.0,90000
32,Female,PhD,Data Scientist,10.0,193000
29,Male,Bachelor's,Software Engineer,6.0,170000
30,Female,Bachelor's,Product Manager,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,135000
31,Female,Master's,Data Scientist,6.0,180000
28,Male,Bachelor's,Software Engineer,5.0,160000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
30,Female,PhD,Data Scientist,7.0,185000
27,Male,Bachelor's,Software Engineer,4.0,140000
34,Female,Master's,Product Manager,12.0,196000
25,Male,Bachelor's,Data Analyst,2.0,115000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
27,Female,Bachelor's,Product Manager,4.0,150000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
33,Male,Master's,Product Manager,11.0,198000
26,Female,Bachelor's,Data Analyst,3.0,130000
30,Male,PhD,Data Scientist,7.0,185000
27,Female,Bachelor's,Software Engineer,4.0,140000
34,Male,Master's,Product Manager,12.0,196000
25,Female,Bachelor's,Data Analyst,2.0,110000
32,Male,Bachelor's,Software Engineer,8.0,190000
29,Female,Master's,Data Scientist,6.0,180000
30,Male,Bachelor's,Data Analyst,5.0,160000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
31,Female,PhD,Data Scientist,9.0,195000
28,Male,Bachelor's,Software Engineer,5.0,160000
27,Female,Bachelor's,Product Manager,4.0,150000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
25,Male,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
27,Male,Bachelor's,Software Engineer,4.0,140000
34,Female,Master's,Product Manager,12.0,196000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
23,Male,Bachelor's,Data Analyst,1.0,90000
27,Female,Master's,Data Scientist,4.0,150000
32,Male,Bachelor's,Software Engineer,8.0,190000
24,Female,Bachelor's,Product Manager,3.0,125000
25,Male,Bachelor's,Data Analyst,2.0,110000
31,Male,Master's,Data Scientist,7.0,180000
28,Male,Bachelor's,Software Engineer,5.0,160000
33,Female,Master's,Product Manager,10.0,195000
26,Male,Bachelor's,Data Analyst,3.0,130000
30,Female,PhD,Data Scientist,6.0,170000
27,Male,Bachelor's,Software Engineer,4.0,140000
34,Female,Master's,Product Manager,11.0,196000
23,Male,Bachelor's,Data Analyst,1.0,92000
32,Female,PhD,Data Scientist,9.0,195000
29,Male,Bachelor's,Software Engineer,6.0,170000
30,Female,Bachelor's,Product Manager,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,135000
31,Female,Master's,Data Scientist,6.0,180000
28,Male,Bachelor's,Software Engineer,5.0,165000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,95000
30,Female,PhD,Data Scientist,7.0,185000
27,Male,Bachelor's,Software Engineer,4.0,140000
34,Female,Master's,Product Manager,12.0,196000
25,Male,Bachelor's,Data Analyst,2.0,115000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
27,Female,Bachelor's,Product Manager,4.0,150000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
33,Male,Master's,Product Manager,11.0,198000
26,Female,Bachelor's,Data Analyst,3.0,130000
30,Male,PhD,Data Scientist,7.0,185000
27,Female,Bachelor's,Software Engineer,4.0,140000
34,Male,Master's,Product Manager,12.0,196000
25,Female,Bachelor's,Data Analyst,2.0,110000
32,Male,Bachelor's,Software Engineer,8.0,190000
29,Female,Master's,Data Scientist,6.0,180000
30,Male,Bachelor's,Data Analyst,5.0,160000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
31,Female,PhD,Data Scientist,9.0,195000
28,Male,Bachelor's,Software Engineer,5.0,160000
27,Female,Bachelor's,Product Manager,4.0,150000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
25,Male,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
27,Male,Bachelor's,Software Engineer,4.0,140000
34,Female,Master's,Product Manager,12.0,196000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
25,Male,Bachelor's,Data Analyst,3.0,135000
32,Male,Bachelor's,Software Engineer,8.0,190000
29,Female,Master's,Data Scientist,6.0,180000
30,Male,Bachelor's,Data Analyst,5.0,160000
24,Male,Bachelor's,Data Analyst,1.0,95000
33,Female,Master's,Product Manager,11.0,196000
27,Male,Bachelor's,Software Engineer,4.0,140000
26,Male,Bachelor's,Data Analyst,3.0,130000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Female,Bachelor's,Data Analyst,3.0,130000
30,Male,PhD,Data Scientist,7.0,185000
27,Female,Bachelor's,Product Manager,4.0,150000
24,Male,Bachelor's,Data Analyst,1.0,90000
33,Male,Master's,Product Manager,11.0,198000
25,Male,Bachelor's,Data Analyst,2.0,115000
28,Male,Bachelor's,Software Engineer,5.0,165000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
27,Male,Bachelor's,Software Engineer,4.0,140000
31,Female,Master's,Data Scientist,6.0,180000
30,Male,Bachelor's,Data Analyst,5.0,160000
24,Male,Bachelor's,Data Analyst,1.0,92000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
25,Male,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
27,Male,Bachelor's,Software Engineer,4.0,140000
34,Female,Master's,Product Manager,12.0,196000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
32,Male,Bachelor's,Software Engineer,8.0,190000
33,Female,Master's,Product Manager,11.0,198000
24,Male,Bachelor's,Data Analyst,1.0,90000
27,Male,Bachelor's,Software Engineer,4.0,140000
25,Female,Bachelor's,Data Analyst,2.0,110000
30,Female,PhD,Data Scientist,7.0,185000
31,Male,Bachelor's,Data Analyst,9.0,195000
28,Female,Bachelor's,Software Engineer,5.0,160000
26,Male,Bachelor's,Data Analyst,3.0,130000
29,Female,Master's,Data Scientist,6.0,180000
